#id: 243
#name: S.cerevisiae - Whole organism, SC (GPM,Aug,2014)
#score: 22.88
#weight: 90%
#description: abundance based on Spectral counting, from<a href="http://www.thegpm.org/" target="_blank">GPM,Aug,2014</a><br/><b>Interaction consistency score</b>: 22.88&nbsp<b>Coverage</b>: 79
#organ: WHOLE_ORGANISM
#integrated: false
#coverage: 79
#publication_year: 2014
#filename: 4932-GPM_201408.txt
#
#internal_id	string_external_id	abundance	raw_spectral_count
633090	4932.YLR201C	10.9	294
633742	4932.YMR188C	24.1	634
632799	4932.YLL002W	17.4	767
631194	4932.YGR033C	23.5	401
633911	4932.YNL015W	559	4647
631565	4932.YHR022C	0.151	6
632728	4932.YKR039W	11.9	687
630083	4932.YDR240C	3.38	167
635036	4932.YPL095C	1.72	108
629555	4932.YCR102C	2.39	445
629122	4932.YBR072W	1291	31740
629688	4932.YDL121C	63.7	804
630842	4932.YFR020W	0.485	8
629746	4932.YDL174C	83.2	5458
629965	4932.YDR131C	0.627	35
631967	4932.YIL147C	4.6	610
630753	4932.YFL010C	285	4147
634950	4932.YPL010W	78.2	1662
630230	4932.YDR372C	71.0	3042
631601	4932.YHR051W	573	6742
632246	4932.YJL193W	1.3	58
635296	4932.YPR057W	1.38	46
633321	4932.YLR411W	0.148	24
631017	4932.YGL126W	4.07	168
632563	4932.YKL104C	155	13743
632781	4932.YKR091W	6.83	144
632976	4932.YLR106C	25.7	14506
631057	4932.YGL166W	0.652	11
631811	4932.YIL007C	17.5	346
634742	4932.YOR210W	221	1106
633933	4932.YNL036W	49.9	1230
633256	4932.YLR353W	2.88	124
630256	4932.YDR395W	43.9	4688
631700	4932.YHR136C	1.66	27
630272	4932.YDR410C	0.754	29
629738	4932.YDL166C	63.5	1383
632760	4932.YKR071C	78.0	3078
633110	4932.YLR221C	18.6	477
631835	4932.YIL027C	61.4	924
633005	4932.YLR134W	1293	191651
632157	4932.YJL109C	33.8	7684
630778	4932.YFL029C	9.35	425
634056	4932.YNL149C	99.5	1424
629092	4932.YBR046C	63.6	2572
632316	4932.YJR033C	4.84	802
630237	4932.YDR378C	284	2766
632276	4932.YJL222W	3.13	2279
633501	4932.YML104C	0.113	11
631193	4932.YGR032W	56.9	22372
629804	4932.YDL231C	0.225	25
631412	4932.YGR234W	657	32673
630311	4932.YDR449C	34.9	1577
630508	4932.YER002W	87.0	1408
630704	4932.YER159C-A	1064	1910823
635140	4932.YPL193W	6.12	224
634424	4932.YOL084W	1.37	147
632307	4932.YJR024C	34.6	1102
630595	4932.YER073W	210	11627
634503	4932.YOL158C	2.02	141
633355	4932.YLR442C	15.0	1639
632161	4932.YJL113W	0.038	5
635143	4932.YPL196W	17.6	271
629361	4932.YBR289W	9.66	481
629869	4932.YDR040C	23.4	7778
633539	4932.YMR005W	294	10479
631734	4932.YHR166C	5.95	425
633057	4932.YLR168C	0.735	22
631304	4932.YGR135W	188	5653
630875	4932.YFR048W	2.99	269
630353	4932.YDR490C	13.6	1168
631740	4932.YHR172W	1.87	167
632208	4932.YJL156C	1.29	104
631968	4932.YIL148W	19100	495796
635077	4932.YPL134C	17.0	747
634776	4932.YOR244W	9.04	388
632773	4932.YKR083C	14.6	111
632342	4932.YJR059W	51.6	4146
633709	4932.YMR159C	2.53	35
628784	4932.Q0120	0.037	9
630881	4932.YFR053C	715	38360
631608	4932.YHR056C	7.92	969
629644	4932.YDL080C	195	50503
632182	4932.YJL132W	0.09	19
630880	4932.YFR052W	141	5094
629138	4932.YBR086C	136	10211
632176	4932.YJL127C-B	4.8	46
635275	4932.YPR036W-A	71.5	257
629999	4932.YDR166C	5.34	665
633991	4932.YNL091W	10.7	805
631441	4932.YGR262C	28.2	492
629188	4932.YBR130C	35.3	1569
629095	4932.YBR049C	78.0	4081
634328	4932.YNR072W	1.34	708
629674	4932.YDL108W	11.1	397
632548	4932.YKL092C	3.49	446
634191	4932.YNL282W	4.93	92
635122	4932.YPL177C	1.05	35
630356	4932.YDR493W	48.0	439
635026	4932.YPL085W	48.9	8452
629905	4932.YDR076W	0.352	15
634289	4932.YNR034W	45.4	1655
634428	4932.YOL086W-A	16.7	111
628856	4932.YAL051W	3.24	291
632441	4932.YJR154W	1.06	36
634929	4932.YOR386W	1.73	130
631055	4932.YGL164C	8.26	343
630680	4932.YER141W	21.0	1208
634789	4932.YOR257W	118	2712
630314	4932.YDR452W	14.2	1036
635309	4932.YPR070W	10.0	576
634801	4932.YOR269W	0.4	28
634431	4932.YOL089C	1.01	110
634066	4932.YNL159C	0.965	31
634955	4932.YPL015C	14.4	598
631170	4932.YGR012W	25.4	1365
629885	4932.YDR056C	16.9	437
629116	4932.YBR067C	1.5	9
632601	4932.YKL140W	23.4	1716
634859	4932.YOR322C	16.0	836
631685	4932.YHR123W	7.52	224
631996	4932.YIR001C	51.2	780
632263	4932.YJL209W	0.132	11
629565	4932.YDL004W	440	6019
631393	4932.YGR215W	39.4	380
630255	4932.YDR394W	114	6434
630691	4932.YER149C	23.6	943
630927	4932.YGL039W	38.8	1815
630698	4932.YER155C	27.4	6519
631076	4932.YGL185C	8.51	371
632348	4932.YJR065C	210	7961
634934	4932.YOR391C	12.4	904
630400	4932.YDR532C	2.92	130
629893	4932.YDR064W	1606	26712
634820	4932.YOR288C	25.4	892
634115	4932.YNL207W	55.2	2253
634027	4932.YNL124W	6.95	216
631135	4932.YGL241W	7.22	762
632877	4932.YLR009W	67.8	900
632380	4932.YJR097W	3.18	70
633400	4932.YML013W	11.3	667
629509	4932.YCR054C	7.13	524
633776	4932.YMR219W	17.2	2279
631454	4932.YGR274C	225	15435
633061	4932.YLR172C	101	3188
634518	4932.YOR004W	28.6	760
632007	4932.YIR012W	50.5	1687
633862	4932.YMR298W	30.6	506
629848	4932.YDR023W	514	27677
630041	4932.YDR202C	6.59	256
634956	4932.YPL016W	10.2	748
634655	4932.YOR132W	13.0	596
630602	4932.YER078C	10.4	511
629524	4932.YCR073W-A	53.4	2028
631144	4932.YGL250W	0.896	23
630215	4932.YDR361C	79.2	2178
635350	4932.YPR110C	192	7922
633975	4932.YNL075W	58.3	1541
629055	4932.YBR011C	1633	44292
632652	4932.YKL187C	1.18	96
631563	4932.YHR021C	1439	22032
631662	4932.YHR100C	10.6	187
630447	4932.YEL027W	75.8	713
634133	4932.YNL225C	8.27	469
632435	4932.YJR149W	3.07	152
630958	4932.YGL068W	355	3333
631123	4932.YGL229C	1.43	120
629412	4932.YCL036W	0.227	18
632716	4932.YKR028W	14.4	1570
635281	4932.YPR042C	6.69	439
630416	4932.YEL002C	79.9	4545
634510	4932.YOL164W	0.162	10
632589	4932.YKL129C	41.8	5748
633730	4932.YMR177W	5.81	232
632051	4932.YJL006C	4.29	156
631341	4932.YGR166W	2.01	139
633348	4932.YLR437C	0.788	20
633651	4932.YMR108W	392	24808
628861	4932.YAL056W	1.53	137
629500	4932.YCR046C	37.0	613
632784	4932.YKR094C	19100	495796
629359	4932.YBR287W	13.3	382
635233	4932.YPL283C	2.51	8332
634741	4932.YOR209C	143	8189
630869	4932.YFR042W	1.0	30
633680	4932.YMR135C	25.8	1523
631239	4932.YGR074W	50.7	572
628920	4932.YBL005W-A	246	205383
629868	4932.YDR039C	21.5	8012
631852	4932.YIL042C	9.57	402
631587	4932.YHR039C-A	1214	8700
632428	4932.YJR142W	14.2	609
632150	4932.YJL102W	3.34	271
630775	4932.YFL026W	24.4	913
630981	4932.YGL091C	14.5	354
630538	4932.YER027C	100	2185
635239	4932.YPR003C	0.317	27
632663	4932.YKL198C	1.23	86
633186	4932.YLR288C	0.703	40
634915	4932.YOR374W	745	44682
635202	4932.YPL252C	27.2	167
634992	4932.YPL051W	9.7	243
634913	4932.YOR372C	3.39	144
630998	4932.YGL108C	15.9	92
630127	4932.YDR279W	7.02	293
634633	4932.YOR110W	13.2	604
631558	4932.YHR016C	47.9	2367
632890	4932.YLR022C	55.6	1301
633089	4932.YLR200W	215	3334
630755	4932.YFL011W	1.1	1332
632706	4932.YKR018C	65.7	4167
630115	4932.YDR267C	9.35	381
633119	4932.YLR227W-B	321	2259666
631725	4932.YHR158C	53.0	6758
634123	4932.YNL215W	21.4	466
633563	4932.YMR027W	67.7	3723
633168	4932.YLR273C	0.071	6
633040	4932.YLR157C-B	366	2347168
631400	4932.YGR222W	4.78	151
633745	4932.YMR191W	0.124	5
634216	4932.YNL305C	2.89	73
632792	4932.YKR101W	0.051	8
630081	4932.YDR238C	105	11371
629377	4932.YCL001W	37.6	657
634020	4932.YNL117W	160	8276
629271	4932.YBR204C	9.5	426
632103	4932.YJL058C	0.787	38
630565	4932.YER049W	73.8	4834
634406	4932.YOL067C	37.5	670
630531	4932.YER021W	75.8	4713
629234	4932.YBR173C	3.28	47
629228	4932.YBR167C	5.92	69
633312	4932.YLR405W	3.44	150
630887	4932.YGL002W	2.41	68
630750	4932.YFL007W	9.05	2006
631675	4932.YHR113W	51.9	2883
634379	4932.YOL041C	107	4768
629664	4932.YDL098C	8.57	211
632326	4932.YJR043C	17.9	252
629894	4932.YDR065W	0.565	19
633945	4932.YNL047C	2.26	131
631949	4932.YIL131C	6.22	228
633850	4932.YMR288W	6.64	721
632152	4932.YJL104W	68.5	838
630827	4932.YFR008W	6.09	128
634846	4932.YOR311C	17.6	608
633596	4932.YMR056C	113	8559
629469	4932.YCR020C-A	2.81	40
630107	4932.YDR261C-D	376	2310098
631120	4932.YGL226W	3.56	52
630948	4932.YGL059W	3.08	191
629325	4932.YBR254C	4.34	84
633481	4932.YML088W	2.05	149
633994	4932.YNL094W	0.831	57
634747	4932.YOR215C	284	3789
632415	4932.YJR131W	9.44	667
634223	4932.YNL312W	73.7	2619
631937	4932.YIL119C	3.73	109
632322	4932.YJR039W	0.103	16
633794	4932.YMR236W	431	5801
635297	4932.YPR058W	26.5	960
633538	4932.YMR004W	18.9	1112
628921	4932.YBL005W-B	111	503726
635457	4932.YPR203W	4.37	684
631821	4932.YIL015W	26.0	1300
634236	4932.YNL325C	1.57	142
631973	4932.YIL153W	10.7	376
630954	4932.YGL064C	5.42	386
632758	4932.YKR069W	2.07	141
635365	4932.YPR125W	19.4	828
635386	4932.YPR143W	71.9	1287
629966	4932.YDR132C	0.807	42
632090	4932.YJL047C	1.43	197
635158	4932.YPL211W	125	2360
630154	4932.YDR306C	0.117	12
635154	4932.YPL207W	21.1	1471
632403	4932.YJR119C	2.0	167
631429	4932.YGR250C	20.2	1783
631327	4932.YGR157W	37.5	3083
633685	4932.YMR139W	35.7	1131
633500	4932.YML103C	51.1	9159
630805	4932.YFL054C	0.528	26
630471	4932.YEL048C	6.09	96
633810	4932.YMR251W	4.2	100
632735	4932.YKR046C	190	5779
634654	4932.YOR131C	30.1	734
631114	4932.YGL221C	91.4	3336
632594	4932.YKL134C	4.31	424
630762	4932.YFL015W-A	0.433	6
631324	4932.YGR154C	16.8	576
630306	4932.YDR444W	5.3	226
633495	4932.YML100W	107	11246
630801	4932.YFL050C	0.721	166
633412	4932.YML025C	16.7	457
634454	4932.YOL109W	3129	23322
632102	4932.YJL057C	1.99	122
633980	4932.YNL080C	2.69	87
634706	4932.YOR178C	2.23	142
631683	4932.YHR121W	73.9	1573
629299	4932.YBR230C	163	2061
629286	4932.YBR219C	0.518	26
628884	4932.YAR008W	0.926	36
634033	4932.YNL130C	28.5	502
630040	4932.YDR201W	17.0	367
635367	4932.YPR127W	89.0	3230
632640	4932.YKL176C	0.802	68
635079	4932.YPL135W	67.6	1176
634127	4932.YNL219C	17.8	1115
630375	4932.YDR511W	49.5	765
633375	4932.YLR462W	7.54	2419
632349	4932.YJR066W	8.28	2840
631382	4932.YGR204W	374	37605
632315	4932.YJR032W	35.2	982
629853	4932.YDR028C	57.5	4369
635269	4932.YPR031W	1.01	68
629450	4932.YCR003W	7.51	154
634086	4932.YNL178W	2795	69577
633387	4932.YML004C	92.2	2941
634721	4932.YOR192C	2.02	230
632467	4932.YKL017C	4.36	470
633441	4932.YML052W	93.0	1632
634902	4932.YOR361C	146	12727
629393	4932.YCL018W	124	4462
635168	4932.YPL221W	6.34	527
631303	4932.YGR134W	0.904	136
633802	4932.YMR243C	79.1	2036
634097	4932.YNL189W	153	8440
630521	4932.YER013W	1.8	250
633204	4932.YLR305C	7.63	1493
632300	4932.YJR017C	123	1658
632030	4932.YIR029W	0.303	16
632933	4932.YLR064W	3.15	101
633712	4932.YMR162C	1.62	227
631368	4932.YGR191W	13.1	585
634172	4932.YNL264C	28.5	827
635031	4932.YPL090C	2779	95072
630313	4932.YDR451C	0.11	15
633586	4932.YMR047C	209	11514
629583	4932.YDL021W	29.8	1117
633434	4932.YML046W	2.72	238
631413	4932.YGR235C	27.7	703
630820	4932.YFR001W	171	1540
630357	4932.YDR494W	25.8	669
632988	4932.YLR118C	65.9	1474
632914	4932.YLR045C	15.7	1265
631992	4932.YIL173W	3.22	2290
633076	4932.YLR187W	13.6	1233
635085	4932.YPL141C	6.17	536
631678	4932.YHR116W	27.1	374
634725	4932.YOR193W	0.82	29
633583	4932.YMR045C	122	588239
634126	4932.YNL218W	1.22	89
631359	4932.YGR182C	18.5	100
629408	4932.YCL032W	24.6	295
632775	4932.YKR085C	28.5	417
630175	4932.YDR322W	23.6	1039
630725	4932.YER177W	1983	79067
630161	4932.YDR313C	8.44	250
633471	4932.YML079W	99.4	2257
631254	4932.YGR089W	4.39	363
632057	4932.YJL012C	195	12357
629224	4932.YBR163W	1.08	68
630510	4932.YER004W	92.5	2322
630622	4932.YER090W	163	10378
632061	4932.YJL016W	2.03	111
633661	4932.YMR118C	2.92	62
632944	4932.YLR075W	3568	32230
631855	4932.YIL045W	7.66	366
631251	4932.YGR086C	1174	44689
633001	4932.YLR130C	18.4	528
629136	4932.YBR085C-A	1981	12413
632108	4932.YJL062W-A	25.3	169
630359	4932.YDR496C	53.4	3177
631117	4932.YGL224C	25.4	639
632292	4932.YJR010C-A	19.7	353
633973	4932.YNL073W	4.09	248
632041	4932.YIR038C	112	2544
632599	4932.YKL138C-A	7.81	94
630542	4932.YER031C	215	8410
633821	4932.YMR261C	51.0	6782
633893	4932.YMR323W	70.7	10423
632871	4932.YLR003C	45.2	1330
629124	4932.YBR074W	11.4	1177
634740	4932.YOR208W	5.45	468
633523	4932.YML125C	96.2	3184
635095	4932.YPL151C	4.3	199
629358	4932.YBR286W	369	17651
631002	4932.YGL112C	807	31867
629496	4932.YCR043C	15.1	224
634649	4932.YOR126C	19.4	509
629434	4932.YCL057W	79.8	7377
635355	4932.YPR115W	21.5	2708
634678	4932.YOR153W	87.1	16361
632268	4932.YJL214W	1.04	1354
629711	4932.YDL142C	0.688	25
633278	4932.YLR372W	84.9	3138
632854	4932.YLL056C	3.71	120
633059	4932.YLR170C	3.33	79
631257	4932.YGR092W	25.7	1366
632221	4932.YJL168C	13.8	973
632311	4932.YJR028W	1087	1916870
629629	4932.YDL065C	48.2	2215
633751	4932.YMR194W	2282	25979
629522	4932.YCR072C	27.1	1520
633013	4932.YLR142W	1.88	88
632677	4932.YKL214C	59.8	1093
629539	4932.YCR088W	394	19860
633737	4932.YMR183C	147	4143
633478	4932.YML085C	204	12745
634239	4932.YNL328C	1.17	24
629553	4932.YCR100C	0.607	58
633199	4932.YLR300W	111	5821
629103	4932.YBR056W	59.5	3053
631853	4932.YIL043C	203	6358
633255	4932.YLR352W	3.2	278
631119	4932.YGL226C-A	11.5	179
629673	4932.YDL107W	0.913	42
634536	4932.YOR019W	1.02	81
631221	4932.YGR057C	0.214	8
633963	4932.YNL065W	0.611	47
631895	4932.YIL082W	9.91	863
635035	4932.YPL094C	39.0	931
631684	4932.YHR122W	20.7	422
630865	4932.YFR038W	3.49	267
633384	4932.YML001W	143	4173
633718	4932.YMR168C	0.295	23
632461	4932.YKL011C	3.08	124
630718	4932.YER172C	8.1	1914
629119	4932.YBR070C	1.38	48
631456	4932.YGR276C	12.9	682
633133	4932.YLR241W	1.79	163
632406	4932.YJR122W	6.41	336
633332	4932.YLR421C	207	4306
631377	4932.YGR200C	31.2	3300
629833	4932.YDR009W	3.46	491
630520	4932.YER012W	137	3220
629019	4932.YBL093C	5.93	82
633811	4932.YMR251W-A	13.4	135
634437	4932.YOL095C	0.156	20
634981	4932.YPL040C	4.01	477
631272	4932.YGR107W	0.003	10
632814	4932.YLL018C	584	29791
635114	4932.YPL169C	85.6	4688
631942	4932.YIL124W	92.3	2813
633184	4932.YLR287C	33.6	1227
630526	4932.YER017C	12.5	1501
632626	4932.YKL163W	9.11	2732
633205	4932.YLR306W	4.09	92
630925	4932.YGL037C	403	10212
632938	4932.YLR069C	46.9	2688
630891	4932.YGL006W	14.7	1570
635210	4932.YPL258C	7.03	920
633407	4932.YML020W	2.88	176
629339	4932.YBR267W	30.5	1051
634314	4932.YNR058W	3.24	175
630201	4932.YDR348C	81.8	3697
635315	4932.YPR075C	9.56	248
630029	4932.YDR191W	0.215	7
631517	4932.YHL032C	5.19	456
631078	4932.YGL187C	517	8501
631313	4932.YGR144W	6.54	244
633356	4932.YLR443W	1.05	25
631418	4932.YGR240C	606	67811
632365	4932.YJR083C	12.1	444
632590	4932.YKL130C	22.3	569
629795	4932.YDL222C	29.3	776
635394	4932.YPR150W	0.116	13
631362	4932.YGR185C	323	13723
633162	4932.YLR267W	0.158	21
629826	4932.YDR003W	10.2	194
632451	4932.YKL002W	41.5	460
634952	4932.YPL012W	63.9	7654
634540	4932.YOR022C	2.35	224
633509	4932.YML112W	12.8	380
631584	4932.YHR037W	74.8	4320
634808	4932.YOR276W	277	3745
634291	4932.YNR035C	132	4648
629300	4932.YBR230W-A	2.6	10
631778	4932.YHR204W	0.923	103
635115	4932.YPL170W	71.2	1336
629531	4932.YCR081W	0.635	125
632681	4932.YKL218C	27.8	1060
632252	4932.YJL198W	7.65	380
632345	4932.YJR062C	13.5	694
631243	4932.YGR078C	58.1	1327
633734	4932.YMR181C	0.601	18
631405	4932.YGR227W	0.806	69
635074	4932.YPL131W	1690	41501
632328	4932.YJR045C	1276	103953
634783	4932.YOR251C	98.4	4070
634652	4932.YOR129C	0.378	52
634159	4932.YNL251C	47.0	2252
635357	4932.YPR117W	0.001	11
631235	4932.YGR070W	3.34	500
633629	4932.YMR087W	7.5	233
628773	4932.Q0055	0.152	40
631344	4932.YGR169C	3.14	148
629488	4932.YCR036W	23.9	774
632317	4932.YJR034W	85.7	842
631466	4932.YGR286C	30.6	948
632410	4932.YJR126C	0.396	93
634015	4932.YNL112W	271	17355
629428	4932.YCL051W	3.11	157
635326	4932.YPR086W	32.1	1234
628889	4932.YAR018C	11.1	367
630335	4932.YDR471W	2710	47881
633927	4932.YNL030W	3420	42382
632238	4932.YJL185C	0.149	6
631954	4932.YIL135C	19.5	870
634457	4932.YOL112W	1.84	100
630280	4932.YDR418W	2611	92776
634190	4932.YNL281W	203	3349
635313	4932.YPR074C	542	37425
631275	4932.YGR109W-A	10.6	863
633423	4932.YML035C	41.6	3274
635378	4932.YPR137C-A	1177	1974696
630381	4932.YDR517W	61.9	1297
635112	4932.YPL167C	0.029	6
632074	4932.YJL030W	9.41	291
632916	4932.YLR047C	0.444	34
632371	4932.YJR089W	3.83	324
629742	4932.YDL170W	1.09	48
635381	4932.YPR138C	1.34	90
634357	4932.YOL020W	1.1	63
632751	4932.YKR062W	55.1	1576
630368	4932.YDR505C	14.1	1212
633921	4932.YNL024C-A	15.8	178
629153	4932.YBR101C	118	4211
635360	4932.YPR120C	9.86	463
629745	4932.YDL173W	72.5	1971
632907	4932.YLR038C	526	5321
634224	4932.YNL313C	25.1	3011
633652	4932.YMR109W	45.1	7176
631025	4932.YGL134W	8.09	231
634919	4932.YOR377W	3.15	219
629094	4932.YBR048W	2241	52691
631175	4932.YGR017W	24.7	749
629638	4932.YDL074C	33.4	2028
630770	4932.YFL021W	31.1	994
630463	4932.YEL040W	32.2	1342
631337	4932.YGR162W	224	18254
631095	4932.YGL202W	343	19663
633000	4932.YLR129W	29.3	3316
634164	4932.YNL256W	10.6	994
635087	4932.YPL143W	1956	20520
629182	4932.YBR126C	229	10979
631001	4932.YGL111W	47.5	2300
632695	4932.YKR007W	16.5	305
629105	4932.YBR057C	8.9	279
628807	4932.YAL013W	12.8	566
633546	4932.YMR012W	181	26387
632637	4932.YKL173W	10.4	1254
635139	4932.YPL192C	0.987	8
629006	4932.YBL081W	11.1	191
628798	4932.YAL003W	2849	44393
634807	4932.YOR275C	6.55	458
635072	4932.YPL129W	93.4	2822
632225	4932.YJL172W	109	5778
630799	4932.YFL048C	60.9	3169
631371	4932.YGR194C	13.4	864
629563	4932.YDL002C	36.5	556
631258	4932.YGR093W	7.79	495
634665	4932.YOR142W	399	14753
630076	4932.YDR233C	542	18391
634868	4932.YOR330C	2.53	274
633402	4932.YML015C	198	8791
630045	4932.YDR206W	3.22	293
629949	4932.YDR117C	22.7	1206
629896	4932.YDR067C	5.65	137
631285	4932.YGR118W	3092	33300
629216	4932.YBR156C	3.0	136
632955	4932.YLR086W	3.0	410
634405	4932.YOL066C	10.2	580
633202	4932.YLR303W	422	20868
631889	4932.YIL074C	250	21404
633490	4932.YML096W	5.24	273
633151	4932.YLR258W	81.3	5730
635196	4932.YPL248C	3.62	352
629461	4932.YCR014C	0.492	25
629123	4932.YBR073W	13.9	1215
635110	4932.YPL165C	0.037	9
632469	4932.YKL018W	16.9	657
633123	4932.YLR231C	50.6	2251
634150	4932.YNL242W	1.43	220
633014	4932.YLR143W	11.0	891
629725	4932.YDL156W	10.1	528
631875	4932.YIL063C	108	3175
629798	4932.YDL225W	63.0	3358
628819	4932.YAL022C	5.06	155
630407	4932.YDR539W	26.8	1303
633410	4932.YML023C	0.537	25
630244	4932.YDR383C	6.44	141
633002	4932.YLR131C	6.67	503
631369	4932.YGR192C	18273	935249
630386	4932.YDR522C	2.19	160
629838	4932.YDR014W	0.807	58
629936	4932.YDR104C	0.532	40
635293	4932.YPR054W	4.38	540
631659	4932.YHR097C	104	3076
629063	4932.YBR017C	40.0	3691
631450	4932.YGR270W	15.5	2258
630208	4932.YDR354W	37.2	1711
630988	4932.YGL098W	10.0	266
633799	4932.YMR241W	173	5138
631526	4932.YHL040C	0.174	17
631902	4932.YIL088C	6.39	266
633370	4932.YLR457C	1.03	52
633092	4932.YLR203C	33.1	1699
633396	4932.YML010W	97.1	8767
629800	4932.YDL227C	0.674	33
630949	4932.YGL060W	0.774	84
631190	4932.YGR030C	9.66	161
632189	4932.YJL137C	6.06	193
631946	4932.YIL128W	9.01	1335
633165	4932.YLR270W	126	6796
634817	4932.YOR285W	361	6415
630940	4932.YGL051W	6.16	132
629677	4932.YDL111C	44.9	1075
632164	4932.YJL116C	2.39	95
634244	4932.YNL333W	16.9	1287
632395	4932.YJR112W	9.48	229
630760	4932.YFL014W	1942	16363
634294	4932.YNR038W	21.9	1447
630935	4932.YGL045W	4.25	263
632408	4932.YJR124C	1.47	75
629093	4932.YBR047W	1.55	34
631663	4932.YHR101C	4.44	132
634840	4932.YOR305W	1.08	35
633937	4932.YNL040W	10.3	618
634383	4932.YOL045W	14.5	2108
633413	4932.YML026C	3030	82834
633229	4932.YLR328W	61.1	2908
629599	4932.YDL035C	1.67	128
631905	4932.YIL091C	24.1	1770
629285	4932.YBR218C	236	49565
629923	4932.YDR093W	9.3	1700
634847	4932.YOR312C	2546	52950
633417	4932.YML030W	23.1	245
633097	4932.YLR208W	308	10327
629666	4932.YDL100C	305	10285
633565	4932.YMR029C	23.4	1221
631284	4932.YGR117C	14.2	801
632226	4932.YJL173C	122	2057
629120	4932.YBR071W	4.27	106
629615	4932.YDL051W	159	4293
633313	4932.YLR406C	2986	44240
630528	4932.YER019C-A	130	1130
629889	4932.YDR060W	59.9	6574
628935	4932.YBL017C	26.4	5846
630344	4932.YDR481C	59.9	3522
633369	4932.YLR456W	0.369	12
633536	4932.YMR002W	173	1292
631999	4932.YIR004W	43.7	2185
628944	4932.YBL026W	737	6466
629314	4932.YBR243C	0.394	27
631462	4932.YGR282C	530	13064
629861	4932.YDR034C-C	89.0	64716
630608	4932.YER082C	68.0	2627
629612	4932.YDL048C	1.92	92
632122	4932.YJL076W	125	14114
633733	4932.YMR180C	0.286	7
631384	4932.YGR206W	9.36	94
634283	4932.YNR029C	17.3	803
629485	4932.YCR033W	5.68	525
635080	4932.YPL136W	0.442	6
633519	4932.YML121W	8.77	350
633141	4932.YLR249W	2310	244654
632886	4932.YLR018C	49.8	1605
631621	4932.YHR067W	1.1	39
632816	4932.YLL019C	11.9	940
633446	4932.YML056C	487	60787
631877	4932.YIL065C	45.4	864
630005	4932.YDR170W-A	313	291765
631908	4932.YIL094C	276	9186
634319	4932.YNR063W	0.222	13
631409	4932.YGR231C	96.2	3090
629726	4932.YDL157C	24.1	328
632903	4932.YLR035C	0.005	14
630152	4932.YDR304C	193	7056
632919	4932.YLR050C	6.0	143
630213	4932.YDR359C	6.31	611
630701	4932.YER158C	0.852	47
634163	4932.YNL255C	399	6074
633135	4932.YLR243W	15.5	346
633497	4932.YML101C	45.3	475
630727	4932.YER179W	1.56	66
632024	4932.YIR023W	8.01	661
634275	4932.YNR021W	91.7	4834
629220	4932.YBR160W	93.5	3694
634059	4932.YNL152W	3.46	149
632934	4932.YLR065C	8.26	141
630242	4932.YDR381W	893	10090
631225	4932.YGR061C	230	32421
633503	4932.YML106W	332	11157
631667	4932.YHR105W	4.75	79
633358	4932.YLR445W	0.427	10
635308	4932.YPR069C	332	14220
630164	4932.YDR316W	6.53	249
631809	4932.YIL005W	21.5	1629
628887	4932.YAR014C	23.7	1479
630795	4932.YFL044C	25.3	765
629303	4932.YBR233W	15.5	398
631638	4932.YHR078W	0.109	8
635280	4932.YPR041W	302	12252
629265	4932.YBR200W	14.8	872
632690	4932.YKR002W	23.3	1527
631830	4932.YIL022W	102	4035
631883	4932.YIL069C	3612	61456
632635	4932.YKL171W	10.6	984
628833	4932.YAL034C	4.38	140
634748	4932.YOR216C	25.8	1170
634128	4932.YNL220W	294	13303
630596	4932.YER074W	3612	61456
635049	4932.YPL107W	4.26	85
635057	4932.YPL115C	8.86	1027
628817	4932.YAL020C	1.23	70
632707	4932.YKR019C	2.14	158
632012	4932.YIR017C	1.75	25
634736	4932.YOR204W	399	37447
633852	4932.YMR290C	115	7224
629421	4932.YCL045C	30.3	2195
634028	4932.YNL125C	3.61	169
634828	4932.YOR295W	3.81	75
630711	4932.YER165W	837	54621
635240	4932.YPR004C	120	5121
630709	4932.YER164W	29.9	3710
633463	4932.YML071C	16.2	1107
632379	4932.YJR096W	47.9	1695
629402	4932.YCL026C-B	52.5	678
633846	4932.YMR284W	2.25	148
628964	4932.YBL043W	0.041	61
630758	4932.YFL013C	13.3	934
634692	4932.YOR164C	59.1	2638
632355	4932.YJR072C	83.8	2731
633599	4932.YMR059W	2.1	62
629511	4932.YCR059C	15.1	269
635261	4932.YPR023C	19.1	1018
631868	4932.YIL056W	4.12	232
629785	4932.YDL212W	35.7	343
632257	4932.YJL203W	9.36	231
631745	4932.YHR176W	1.15	67
633970	4932.YNL070W	74.5	824
630904	4932.YGL016W	12.1	1614
632138	4932.YJL090C	0.578	35
634888	4932.YOR347C	110	15623
633740	4932.YMR186W	1745	218376
631018	4932.YGL127C	2.9	48
634430	4932.YOL088C	45.2	1097
630816	4932.YFL065C	5.81	684
629307	4932.YBR236C	18.4	807
631320	4932.YGR150C	1.24	101
634245	4932.YNL334C	0.371	20
634773	4932.YOR241W	26.1	1563
629237	4932.YBR176W	23.7	798
634574	4932.YOR054C	14.9	1039
632627	4932.YKL164C	27.6	3746
631717	4932.YHR150W	4.14	334
635434	4932.YPR180W	31.8	1009
631475	4932.YGR295C	6.54	941
630136	4932.YDR288W	3.39	109
630204	4932.YDR351W	3.66	288
633760	4932.YMR203W	202	6583
